,Fallas
10043,7
10044,4
10045,4
10046,5
10047,3
10048,4
10049,1
10050,3
10051,3
10052,3
10053,1
10054,0
10055,10
10056,3
10057,5
10058,1
10059,4
10060,2
10061,6
10062,4
10063,5
10064,4
10065,2
10066,2
10067,3
10068,4
10069,5
10070,6
10071,4
10072,3
10073,4
10074,4
10075,12
10076,1
10077,1
10078,1
10079,5
10080,2
10081,7
10082,2
10083,3
10084,1
10085,6
10086,4
10087,3
10088,6
10089,1
10090,4
10091,1
10092,3
10093,5
10094,2
10095,3
10096,6
10097,4
10098,5
10099,4
10100,3
10101,7
10102,7
10103,5
10104,6
10105,1
10106,5
10107,4
10108,4
10109,4
10110,1
10111,5
10112,7
10113,3
10114,3
10115,5
10116,0
10117,1
10118,2
10119,8
10120,6
10121,2
10122,1
10123,3
10124,4
10125,4
10126,4
10127,4
10128,3
10129,4
10130,3
10131,6
10132,6
10133,8
10134,7
10135,6
10136,5
10137,4
10138,3
10139,6
10140,5
10141,7
10142,7
10143,3
10144,6
10145,5
10146,5
10147,3
10148,3
10149,2
10150,3
10151,4
10152,5
10153,3
10154,2
10155,8
10156,1
10157,2
10158,0
10159,3
10160,2
10161,4
10162,5
10163,4
10164,0
10165,4
10166,4
10167,6
10168,4
10169,4
10170,4
10171,4
10172,6
10173,3
10174,5
10175,4
10176,6
10177,3
10178,3
10179,0
10180,11
10181,2
10182,2
10183,5
10184,7
10185,2
10186,6
10187,5
10188,6
10189,3
10190,6
10191,0
10192,3
10193,4
10194,4
10195,3
10196,3
10197,5
10198,2
10199,5
10200,3
10201,1
10202,2
10203,3
10204,4
10205,1
10206,4
10207,3
10208,7
10209,3
10210,4
10211,3
10212,4
10213,4
10214,4
10215,3
10216,6
10217,4
10218,4
10219,5
10220,3
10221,3
10222,2
10223,3
10224,4
10225,3
10226,5
10227,4
10228,5
10229,2
10230,4
10231,5
10232,4
10233,5
10234,6
10235,3
10236,3
10237,4
10238,3
10239,4
10240,1
10241,7
10242,4
10243,6
10244,7
10245,6
10246,5
10247,4
10248,6
10249,3
10250,6
10251,3
10252,6
10253,5
10254,3
10255,5
10256,5
10257,2
10258,3
10259,3
10260,2
10261,3
10262,2
10263,4
10264,5
10265,10
10266,0
10267,4
10268,3
10269,7
10270,1
10271,4
10272,7
10273,3
10274,1
10275,1
10276,4
10277,2
10278,2
10279,3
10280,7
10281,4
10282,5
10283,8
10284,4
10285,5
10286,2
10287,4
10288,0
10289,2
10290,6
10291,6
10292,7
10293,2
10294,3
10295,5
10296,5
10297,4
10298,5
10299,5
10300,4
10301,4
10302,5
10303,2
10304,3
10305,2
10306,6
10307,3
10308,2
10309,4
10310,4
10311,3
10312,5
10313,5
10314,1
10315,3
10316,4
10317,4
10318,6
10319,3
10320,3
10321,5
10322,3
10323,4
10324,4
10325,5
10326,7
10327,4
10328,3
10329,6
10330,4
10331,3
10332,4
10333,6
10334,2
10335,4
10336,3
10337,8
10338,5
10339,4
10340,7
10341,5
10342,3
10343,5
10344,4
10345,2
10346,3
10347,1
10348,5
10349,4
10350,3
10351,4
10352,4
10353,5
10354,7
10355,5
10356,4
10357,3
10358,5
10359,5
10360,1
10361,7
10362,3
10363,10
10364,3
10365,3
10366,7
10367,6
10368,2
10369,4
10370,3
10371,5
10372,3
10373,3
10374,3
10375,1
10376,1
10377,4
10378,5
10379,4
10380,0
10381,6
10382,6
10383,3
10384,2
10385,8
10386,4
10387,5
10388,2
10389,3
10390,4
10391,7
10392,4
10393,2
10394,3
10395,6
10396,3
10397,5
10398,2
10399,3
10400,4
10401,8
10402,5
10403,3
10404,10
10405,4
10406,6
10407,6
10408,9
10409,5
10410,4
10411,2
10412,4
10413,3
10414,3
10415,3
10416,1
10417,1
10418,2
10419,2
10420,5
10421,8
10422,4
10423,3
10424,7
10425,4
10426,4
10427,3
10428,4
10429,5
10430,2
10431,5
10432,3
10433,6
10434,1
10435,5
10436,7
10437,2
10438,7
10439,6
10440,7
10441,4
10442,4
10443,4
10444,2
10445,4
10446,7
10447,2
10448,2
10449,8
10450,7
10451,6
10452,4
10453,3
10454,4
10455,5
10456,2
10457,5
10458,2
10459,1
10460,6
10461,2
10462,3
10463,2
10464,2
10465,4
10466,5
10467,3
10468,7
10469,6
10470,6
10471,1
10472,4
10473,4
10474,1
10475,3
10476,3
10477,2
10478,6
10479,7
10480,6
10481,4
10482,3
10483,3
10484,9
10485,2
10486,2
10487,7
10488,6
10489,4
10490,2
10491,1
10492,7
10493,3
10494,5
10495,6
10496,5
10497,3
10498,7
10499,7
10500,5
10501,4
10502,2
10503,4
10504,4
10505,2
10506,1
10507,2
10508,4
10509,7
10510,1
10511,6
10512,6
10513,1
10514,6
10515,5
10516,4
10517,5
10518,6
10519,3
10520,4
10521,2
10522,4
10523,3
10524,4
10525,4
10526,3
10527,4
10528,6
10529,5
10530,5
10531,4
10532,1
10533,5
10534,6
10535,6
10536,1
10537,5
10538,5
10539,2
10540,5
10541,2
10542,4
10543,9
10544,2
10545,8
10546,1
10547,5
10548,5
10549,5
10550,7
10551,6
10552,2
10553,1
10554,5
10555,5
10556,2
10557,3
10558,4
10559,3
10560,7
10561,2
10562,4
10563,5
10564,5
10565,4
10566,4
10567,4
10568,5
10569,1
10570,5
10571,1
10572,5
10573,7
10574,5
10575,4
10576,2
10577,5
10578,2
10579,4
10580,6
10581,2
10582,3
10583,5
10584,4
10585,2
10586,4
10587,5
10588,5
10589,3
10590,1
10591,4
10592,2
10593,3
10594,3
10595,4
10596,3
10597,4
10598,2
10599,2
10600,3
10601,4
10602,8
10603,5
10604,8
10605,2
10606,3
10607,5
10608,3
10609,1
10610,5
10611,7
10612,4
10613,8
10614,4
10615,4
10616,4
10617,3
10618,5
10619,5
10620,1
10621,2
10622,5
10623,3
10624,0
10625,2
10626,5
10627,3
10628,1
10629,3
10630,3
10631,4
10632,8
10633,3
10634,3
10635,8
10636,4
10637,8
10638,6
10639,5
10640,4
10641,5
10642,4
10643,6
10644,3
10645,1
10646,5
10647,6
10648,3
10649,3
10650,3
10651,1
10652,5
10653,6
10654,2
10655,2
10656,6
10657,6
10658,3
10659,5
10660,2
10661,2
10662,3
10663,6
10664,3
10665,4
10666,2
10667,6
10668,3
10669,8
10670,5
10671,1
10672,4
10673,2
10674,2
10675,1
10676,5
10677,3
10678,2
10679,3
10680,8
10681,3
10682,4
10683,4
10684,4
10685,5
10686,3
10687,4
10688,7
10689,4
10690,2
10691,4
10692,1
10693,3
10694,4
10695,3
10696,5
10697,2
10698,3
10699,6
10700,6
10701,5
10702,5
10703,3
10704,5
10705,8
10706,4
10707,7
10708,2
10709,6
10710,3
10711,4
10712,6
10713,3
10714,4
10715,7
10716,3
10717,6
10718,3
10719,3
10720,4
10721,2
10722,2
10723,5
10724,0
10725,1
10726,2
10727,6
10728,1
10729,5
10730,1
10731,8
10732,4
10733,3
10734,3
10735,1
10736,3
10737,0
10738,1
10739,7
10740,6
10741,2
10742,7
10743,2
10744,4
10745,3
10746,5
10747,2
10748,4
10749,7
10750,5
10751,2
10752,5
10753,2
10754,7
10755,5
10756,3
10757,9
10758,1
10759,6
10760,7
10761,5
10762,7
10763,6
10764,3
10765,3
10766,4
10767,3
10768,7
10769,5
10770,2
10771,7
10772,4
10773,6
10774,5
10775,5
10776,5
10777,6
10778,10
10779,3
10780,3
10781,4
10782,7
10783,10
10784,6
10785,2
10786,3
10787,6
10788,5
10789,3
10790,2
10791,7
10792,5
10793,3
10794,1
10795,2
10796,3
10797,2
10798,1
10799,7
10800,6
10801,7
10802,6
10803,4
10804,3
10805,3
10806,3
10807,6
10808,3
10809,2
10810,5
10811,5
10812,5
10813,3
10814,6
10815,3
10816,3
10817,3
10818,6
10819,7
10820,2
10821,8
10822,4
10823,2
10824,3
10825,3
10826,3
10827,3
10828,3
10829,5
10830,3
10831,8
10832,6
10833,4
10834,6
10835,3
10836,5
10837,7
10838,5
10839,4
10840,6
10841,2
10842,1
10843,8
10844,7
10845,9
10846,6
10847,6
10848,4
10849,4
10850,3
10851,3
10852,5
10853,4
10854,4
10855,6
10856,7
10857,2
10858,3
10859,1
10860,4
10861,1
10862,5
10863,4
10864,6
10865,4
10866,2
10867,5
10868,3
10869,2
10870,5
10871,8
10872,3
10873,4
10874,4
10875,9
10876,4
10877,5
10878,6
10879,6
10880,4
10881,5
10882,2
10883,6
10884,4
10885,2
10886,5
10887,6
10888,4
10889,8
10890,7
10891,4
10892,4
10893,4
10894,1
10895,7
10896,6
10897,3
10898,4
10899,3
10900,4
10901,2
10902,6
10903,4
10904,3
10905,2
10906,2
10907,4
10908,6
10909,5
10910,5
10911,5
10912,4
10913,7
10914,6
10915,6
10916,1
10917,7
10918,3
10919,2
10920,6
10921,6
10922,3
10923,4
10924,6
10925,1
10926,1
10927,0
10928,5
10929,4
10930,3
10931,5
10932,5
10933,5
10934,5
10935,7
10936,3
10937,9
10938,4
10939,3
10940,4
10941,6
10942,4
10943,6
10944,0
10945,4
10946,5
10947,6
10948,4
10949,3
10950,5
10951,6
10952,3
10953,3
10954,5
10955,4
10956,6
10957,4
10958,2
10959,2
10960,2
10961,4
10962,5
10963,6
10964,3
10965,2
10966,3
10967,7
10968,0
10969,4
10970,2
10971,6
10972,4
10973,3
10974,3
10975,2
10976,6
10977,2
10978,3
10979,3
10980,5
10981,2
10982,2
10983,4
10984,4
10985,4
10986,7
10987,5
10988,5
10989,5
10990,6
10991,4
10992,5
10993,4
10994,2
10995,4
10996,7
10997,5
10998,2
10999,6
11000,9
11001,2
11002,4
11003,6
11004,2
11005,8
11006,5
11007,7
11008,3
11009,2
11010,9
11011,3
11012,5
11013,6
11014,6
11015,3
11016,6
11017,2
11018,6
11019,4
11020,5
11021,4
11022,7
11023,3
11024,5
11025,5
11026,5
11027,7
11028,3
11029,5
11030,3
11031,3
11032,4
11033,5
11034,6
11035,3
11036,3
11037,3
11038,4
11039,8
11040,2
11041,2
11042,8
11043,7
11044,3
11045,4
11046,6
11047,4
11048,4
11049,5
11050,3
11051,2
11052,5
11053,4
11054,0
11055,5
11056,2
11057,5
11058,3
11059,6
11060,5
11061,4
11062,2
11063,4
11064,1
11065,4
11066,3
11067,5
11068,7
11069,6
11070,3
11071,6
11072,3
11073,5
11074,6
11075,4
11076,6
11077,4
11078,6
11079,3
11080,5
11081,7
11082,4
11083,5
11084,5
11085,5
11086,4
11087,7
11088,4
11089,5
11090,6
11091,3
11092,4
11093,5
11094,3
11095,4
11096,7
11097,1
11098,5
11099,1
11100,3
11101,1
11102,5
11103,4
11104,3
11105,5
11106,6
11107,6
11108,7
11109,0
11110,3
11111,6
11112,2
11113,3
11114,7
11115,4
11116,2
11117,5
11118,3
11119,3
11120,4
11121,5
11122,5
11123,5
11124,5
11125,2
11126,5
11127,3
11128,5
11129,6
11130,3
11131,6
11132,3
11133,3
11134,5
11135,3
11136,5
11137,6
11138,2
11139,6
11140,3
11141,3
11142,4
11143,7
11144,6
11145,1
11146,2
11147,6
11148,2
11149,5
11150,0
11151,2
11152,4
11153,6
11154,6
11155,4
11156,2
11157,2
11158,3
11159,1
11160,8
11161,2
11162,0
11163,3
11164,5
11165,4
11166,4
11167,8
11168,4
11169,0
11170,4
11171,6
11172,4
11173,1
11174,3
11175,4
11176,5
11177,3
11178,2
11179,8
11180,2
11181,3
11182,8
11183,3
11184,5
11185,5
11186,2
11187,2
11188,3
11189,4
11190,3
11191,2
11192,1
11193,6
11194,3
11195,3
11196,4
11197,2
11198,2
11199,5
11200,8
11201,5
11202,3
11203,0
11204,3
11205,5
11206,4
11207,5
11208,0
11209,3
11210,4
11211,4
11212,5
11213,4
11214,5
11215,2
11216,6
11217,4
11218,0
11219,7
11220,2
11221,4
11222,3
11223,3
11224,4
11225,8
11226,6
11227,5
11228,3
11229,4
11230,5
11231,0
11232,8
11233,5
11234,6
11235,0
11236,1
11237,4
11238,3
11239,3
11240,2
11241,2
11242,2
11243,4
11244,5
11245,3
11246,1
11247,0
11248,3
11249,7
11250,3
11251,1
11252,3
11253,5
11254,7
11255,7
11256,6
11257,2
11258,2
11259,3
11260,5
11261,2
11262,5
11263,5
11264,4
11265,4
11266,5
11267,0
11268,5
11269,6
11270,4
11271,5
11272,4
11273,3
11274,1
11275,4
11276,2
11277,5
11278,4
11279,2
11280,3
11281,3
11282,4
11283,4
11284,4
11285,2
11286,3
11287,5
11288,3
11289,6
11290,2
11291,2
11292,3
11293,4
11294,8
11295,2
11296,1
11297,2
11298,8
11299,6
11300,7
11301,4
11302,2
11303,4
11304,7
11305,6
11306,4
11307,6
11308,4
11309,2
11310,5
11311,4
11312,5
11313,5
11314,4
11315,2
11316,2
11317,3
11318,3
11319,7
11320,3
11321,7
11322,5
11323,3
11324,4
11325,2
11326,2
11327,4
11328,3
11329,6
11330,9
11331,5
11332,9
11333,3
11334,2
11335,2
11336,5
11337,4
11338,5
11339,6
11340,0
11341,5
11342,6
11343,2
11344,6
11345,3
11346,4
11347,6
11348,5
11349,4
11350,5
11351,4
11352,2
11353,3
11354,2
11355,3
11356,6
11357,4
11358,3
11359,2
11360,1
11361,5
11362,7
11363,3
11364,5
11365,5
11366,2
11367,3
11368,4
11369,3
11370,2
11371,5
11372,5
11373,4
11374,4
11375,5
11376,4
11377,4
11378,7
11379,4
11380,3
11381,3
11382,2
11383,6
11384,7
11385,5
11386,0
11387,0
11388,4
11389,7
11390,4
11391,6
11392,3
11393,7
11394,4
11395,7
11396,5
11397,3
11398,1
11399,4
11400,6
11401,1
11402,3
11403,5
11404,8
11405,5
11406,6
11407,1
11408,8
11409,2
11410,1
11411,4
11412,7
11413,4
11414,5
11415,4
11416,8
11417,4
11418,3
11419,4
11420,6
11421,3
11422,2
11423,4
11424,4
11425,2
11426,3
11427,5
11428,5
11429,1
11430,4
11431,3
11432,3
11433,2
11434,1
11435,4
11436,6
11437,0
11438,3
11439,3
11440,1
11441,5
11442,9
11443,4
11444,2
11445,5
11446,4
11447,6
11448,3
11449,5
11450,1
11451,1
11452,4
11453,7
11454,3
11455,3
11456,3
11457,2
11458,5
11459,2
11460,3
11461,3
11462,6
11463,5
11464,4
11465,6
11466,3
11467,1
11468,2
11469,7
11470,2
11471,6
11472,6
11473,3
11474,3
11475,5
11476,5
11477,3
11478,3
11479,4
11480,4
11481,2
11482,9
11483,8
11484,2
11485,2
11486,3
11487,7
11488,4
11489,1
11490,4
11491,6
11492,4
11493,6
11494,2
11495,6
11496,1
11497,7
11498,4
11499,8
11500,2
11501,1
11502,6
11503,4
11504,4
11505,5
11506,8
11507,3
11508,2
11509,4
11510,5
11511,3
11512,6
11513,3
11514,3
11515,3
11516,2
11517,1
11518,4
11519,2
11520,5
11521,4
11522,3
11523,5
11524,5
11525,2
11526,3
11527,2
11528,4
11529,7
11530,0
11531,4
11532,1
11533,10
11534,4
11535,5
11536,6
11537,7
11538,1
11539,3
11540,3
11541,7
11542,2
11543,3
11544,3
11545,3
11546,3
11547,8
11548,2
11549,4
11550,3
11551,7
11552,4
11553,4
11554,2
11555,2
11556,3
11557,3
11558,2
11559,2
11560,1
11561,3
11562,6
11563,3
11564,4
11565,5
11566,2
11567,3
11568,5
11569,7
11570,2
11571,3
11572,3
11573,3
11574,6
11575,8
11576,8
11577,5
11578,2
11579,3
11580,1
11581,9
11582,5
11583,3
11584,2
11585,5
11586,2
11587,5
11588,6
11589,1
11590,2
11591,1
11592,6
11593,2
11594,3
11595,3
11596,2
11597,5
11598,2
11599,6
11600,3
11601,2
11602,6
11603,2
11604,9
11605,4
11606,2
11607,5
11608,3
11609,4
11610,4
11611,6
11612,2
11613,4
11614,2
11615,5
11616,7
11617,5
11618,2
11619,6
11620,5
11621,2
11622,3
11623,3
11624,4
11625,2
11626,3
11627,3
11628,5
11629,3
11630,2
11631,1
11632,2
11633,5
11634,8
11635,5
11636,1
11637,6
11638,2
11639,6
11640,2
11641,2
11642,2
11643,3
11644,6
11645,4
11646,2
11647,4
11648,3
11649,4
11650,1
11651,1
11652,2
11653,4
11654,4
11655,5
11656,4
11657,6
11658,3
11659,4
11660,3
11661,3
11662,3
11663,4
11664,3
11665,5
11666,9
11667,0
11668,2
11669,4
11670,5
11671,5
11672,2
11673,4
11674,4
11675,4
11676,5
11677,2
11678,3
11679,4
11680,5
11681,5
11682,8
11683,3
11684,2
11685,4
11686,2
11687,1
11688,5
11689,1
11690,3
11691,1
11692,4
11693,4
11694,2
11695,6
11696,7
11697,7
11698,6
11699,2
11700,7
11701,5
11702,3
11703,5
11704,6
11705,4
11706,2
11707,4
11708,2
11709,6
11710,1
11711,3
11712,2
11713,3
11714,1
11715,9
11716,3
11717,2
11718,2
11719,3
11720,3
11721,3
11722,4
11723,5
11724,6
11725,2
11726,4
11727,6
11728,1
11729,6
11730,5
11731,5
11732,5
11733,4
11734,5
11735,3
11736,3
11737,2
11738,4
11739,2
11740,7
11741,4
11742,4
11743,8
11744,7
11745,1
11746,4
11747,2
11748,2
11749,3
11750,5
11751,2
11752,5
11753,4
11754,3
11755,4
11756,5
11757,6
11758,4
11759,7
11760,4
11761,2
11762,0
11763,3
11764,7
11765,8
11766,4
11767,3
11768,2
11769,5
11770,2
11771,4
11772,2
11773,7
11774,4
11775,8
11776,6
11777,3
11778,4
11779,5
11780,3
11781,4
11782,3
11783,4
11784,7
11785,9
11786,3
11787,2
11788,2
11789,7
11790,6
11791,2
11792,1
11793,6
11794,4
11795,1
11796,5
11797,6
11798,4
11799,3
11800,1
11801,5
11802,4
11803,6
11804,4
11805,3
11806,4
11807,2
11808,5
11809,7
11810,4
11811,5
11812,1
11813,4
11814,2
11815,5
11816,1
11817,6
11818,1
11819,3
11820,9
11821,4
11822,6
11823,4
11824,5
11825,3
11826,5
11827,5
11828,4
11829,6
11830,4
11831,4
11832,5
11833,1
11834,1
11835,2
11836,3
11837,6
11838,4
11839,3
11840,2
11841,6
11842,6
11843,3
11844,3
11845,5
11846,7
11847,3
11848,6
11849,7
11850,6
11851,8
11852,3
11853,4
11854,9
11855,4
11856,8
11857,5
11858,2
11859,4
11860,3
11861,4
11862,5
11863,7
11864,5
11865,4
11866,3
11867,7
11868,4
11869,3
11870,0
11871,4
11872,5
11873,6
11874,3
11875,1
11876,1
11877,8
11878,7
11879,2
11880,5
11881,3
11882,3
11883,1
11884,7
11885,3
11886,3
11887,2
11888,4
11889,1
11890,5
11891,6
11892,4
11893,1
11894,3
11895,3
11896,7
11897,6
11898,1
11899,3
11900,2
11901,2
11902,5
11903,4
11904,1
11905,2
11906,6
11907,2
11908,6
11909,6
11910,0
11911,8
11912,1
11913,2
11914,1
11915,6
11916,9
11917,6
11918,2
11919,4
11920,3
11921,8
11922,4
11923,5
11924,0
11925,4
11926,3
11927,7
11928,3
11929,6
11930,4
11931,9
11932,3
11933,4
11934,4
11935,5
11936,4
11937,3
11938,6
11939,4
11940,2
11941,2
11942,3
11943,2
11944,6
11945,5
11946,5
11947,2
11948,2
11949,6
11950,2
11951,3
11952,2
11953,4
11954,2
11955,4
11956,0
11957,6
11958,1
11959,5
11960,0
11961,1
11962,7
11963,3
11964,6
11965,5
11966,6
11967,7
11968,4
11969,5
11970,5
11971,4
11972,2
11973,4
11974,4
11975,3
11976,4
11977,1
11978,1
11979,1
11980,5
11981,7
11982,3
11983,3
11984,3
11985,6
11986,3
11987,4
11988,3
11989,6
11990,8
11991,1
11992,7
11993,4
11994,4
11995,3
11996,1
11997,8
11998,4
11999,3
12000,2
12001,5
12002,3
12003,2
12004,11
12005,7
12006,3
12007,4
12008,2
12009,4
12010,6
12011,7
12012,4
12013,4
12014,6
12015,7
12016,2
12017,3
12018,6
12019,3
12020,1
12021,3
12022,5
12023,6
12024,3
12025,2
12026,6
12027,3
12028,3
12029,4
12030,6
12031,4
12032,3
12033,1
12034,2
12035,3
12036,2
12037,2
12038,2
12039,4
12040,8
12041,3
12042,8
12043,5
12044,1
12045,2
12046,4
12047,7
12048,3
12049,5
12050,1
12051,3
12052,2
12053,4
12054,10
12055,6
12056,4
12057,1
12058,3
12059,5
12060,6
12061,2
12062,5
12063,6
12064,0
12065,6
12066,5
12067,7
12068,0
12069,2
12070,3
12071,5
12072,5
12073,5
12074,6
12075,2
12076,3
12077,4
12078,3
12079,5
12080,1
12081,6
12082,0
12083,8
12084,5
12085,4
12086,7
12087,3
12088,5
12089,3
12090,3
12091,3
12092,2
12093,3
12094,3
12095,3
12096,4
12097,2
12098,5
12099,6
12100,3
12101,4
12102,3
12103,2
12104,4
12105,4
12106,6
12107,5
12108,2
12109,4
12110,6
12111,7
12112,4
12113,4
12114,4
12115,6
12116,1
12117,2
12118,2
12119,6
12120,5
12121,4
12122,4
12123,3
12124,6
12125,4
12126,8
12127,2
12128,4
12129,3
12130,6
12131,3
12132,5
12133,3
12134,10
12135,6
12136,4
12137,1
12138,7
12139,2
12140,6
12141,4
12142,2
12143,2
12144,5
12145,2
12146,0
12147,1
12148,5
12149,6
12150,4
12151,3
12152,5
12153,4
12154,5
12155,9
12156,2
12157,4
12158,1
12159,3
12160,4
12161,5
12162,6
12163,4
12164,4
12165,5
12166,2
12167,6
12168,3
12169,4
12170,7
12171,4
12172,4
12173,10
12174,2
12175,2
12176,6
12177,2
12178,5
12179,4
12180,6
12181,7
12182,5
12183,7
12184,3
12185,5
12186,3
12187,6
12188,3
12189,2
12190,5
12191,4
12192,2
12193,2
12194,1
12195,3
12196,5
12197,2
12198,2
12199,3
12200,4
12201,2
12202,5
12203,1
12204,2
12205,3
12206,5
12207,3
12208,3
12209,3
12210,4
12211,2
12212,4
12213,4
12214,2
12215,2
12216,9
12217,8
12218,4
12219,4
12220,2
12221,8
12222,2
12223,4
12224,3
12225,2
12226,1
12227,4
12228,2
12229,4
12230,1
12231,0
12232,3
12233,1
12234,3
12235,4
12236,5
12237,3
12238,5
12239,3
12240,6
12241,8
12242,7
12243,0
12244,3
12245,6
12246,1
12247,3
12248,6
12249,2
12250,3
12251,7
12252,7
12253,3
12254,1
12255,6
12256,4
12257,3
12258,5
12259,2
12260,4
12261,4
12262,2
12263,2
12264,8
12265,7
12266,2
12267,2
12268,5
12269,7
12270,3
12271,4
12272,5
12273,2
12274,5
12275,2
12276,5
12277,6
12278,0
12279,6
12280,1
12281,3
12282,11
12283,6
12284,1
12285,8
12286,5
12287,3
12288,3
12289,3
12290,5
12291,3
12292,2
12293,6
12294,1
12295,6
12296,6
12297,4
12298,4
12299,6
12300,1
12301,2
12302,8
12303,2
12304,1
12305,8
12306,5
12307,8
12308,3
12309,1
12310,2
12311,3
12312,1
12313,6
12314,3
12315,3
12316,2
12317,6
12318,1
12319,5
12320,6
12321,4
12322,3
12323,1
12324,4
12325,3
12326,3
12327,5
12328,4
12329,3
12330,7
12331,2
12332,6
12333,4
12334,9
12335,4
12336,6
12337,5
12338,7
12339,5
12340,3
12341,7
12342,3
12343,0
12344,5
12345,3
12346,5
12347,2
12348,1
12349,6
12350,4
12351,1
12352,4
12353,6
12354,6
12355,4
12356,9
12357,5
12358,1
12359,3
12360,3
12361,4
12362,7
12363,4
12364,3
12365,3
12366,5
12367,5
12368,6
12369,2
12370,3
12371,5
12372,4
12373,6
12374,2
12375,1
12376,4
12377,8
12378,6
12379,2
12380,3
12381,7
12382,2
12383,4
12384,1
12385,3
12386,5
12387,7
12388,5
12389,6
12390,1
12391,3
12392,5
12393,2
12394,8
12395,5
12396,4
12397,7
12398,6
12399,4
12400,7
12401,4
12402,6
12403,9
12404,1
12405,6
12406,2
12407,4
12408,4
12409,3
12410,4
12411,2
12412,6
12413,5
12414,1
12415,1
12416,0
12417,7
12418,4
12419,6
12420,6
12421,4
12422,9
12423,6
12424,4
12425,2
12426,5
12427,2
12428,4
12429,2
12430,3
12431,2
12432,5
12433,8
12434,3
12435,5
12436,6
12437,3
12438,4
12439,3
12440,4
12441,3
12442,7
12443,2
12444,5
12445,3
12446,9
12447,3
12448,1
12449,3
12450,6
12451,4
12452,2
12453,3
12454,1
12455,6
12456,3
12457,0
12458,3
12459,4
12460,3
12461,4
12462,4
12463,2
12464,3
12465,3
12466,1
12467,3
12468,4
12469,7
12470,3
12471,4
12472,9
12473,2
12474,2
12475,1
12476,0
12477,5
12478,1
12479,3
12480,6
12481,4
12482,4
12483,6
12484,2
12485,4
12486,5
12487,2
12488,4
12489,2
12490,4
12491,3
12492,3
12493,5
12494,2
12495,3
12496,6
12497,6
12498,4
12499,2
12500,4
12501,6
12502,5
12503,5
12504,4
12505,4
12506,4
12507,2
12508,5
12509,2
12510,6
12511,4
12512,1
12513,3
12514,2
12515,1
12516,7
12517,3
12518,3
12519,2
12520,7
12521,7
12522,5
12523,5
12524,3
12525,6
12526,6
12527,1
12528,4
12529,6
12530,2
12531,7
12532,1
12533,4
12534,6
12535,1
12536,2
12537,4
12538,1
12539,4
12540,3
12541,5
12542,5
12543,7
12544,4
12545,2
12546,1
12547,5
12548,2
12549,6
12550,4
12551,2
12552,3
12553,1
12554,1
12555,3
12556,1
12557,3
12558,4
12559,2
12560,5
12561,5
12562,6
12563,4
12564,3
12565,8
12566,6
12567,4
12568,1
12569,6
12570,4
12571,7
12572,2
12573,3
12574,4
12575,3
12576,7
12577,6
12578,1
12579,6
12580,2
12581,7
12582,5
12583,1
12584,3
12585,8
12586,5
12587,3
12588,5
12589,5
12590,2
12591,5
12592,4
12593,3
12594,2
12595,6
12596,3
12597,2
12598,7
12599,3
12600,3
12601,5
12602,6
12603,2
12604,4
12605,5
12606,2
12607,3
12608,1
12609,8
12610,2
12611,1
12612,2
12613,6
12614,2
12615,4
12616,9
12617,8
12618,6
12619,6
12620,6
12621,1
12622,1
12623,2
12624,4
12625,6
12626,3
12627,3
12628,1
12629,7
12630,5
12631,3
12632,7
12633,0
12634,2
12635,5
12636,3
12637,2
12638,2
12639,3
12640,6
12641,3
12642,3
12643,3
12644,1
12645,5
12646,1
12647,2
12648,4
12649,3
12650,4
12651,4
12652,5
12653,3
12654,6
12655,2
12656,3
12657,6
12658,2
12659,6
12660,3
12661,5
12662,2
12663,7
12664,3
12665,4
12666,1
12667,3
12668,3
12669,5
12670,3
12671,6
12672,1
12673,3
12674,7
12675,5
12676,2
12677,6
12678,3
12679,3
12680,0
12681,4
12682,4
12683,3
12684,4
12685,5
12686,7
12687,5
12688,2
12689,4
12690,4
12691,3
12692,2
12693,4
12694,4
12695,5
12696,5
12697,2
12698,3
12699,9
12700,4
12701,2
12702,2
12703,4
12704,6
12705,3
12706,3
12707,4
12708,4
12709,5
12710,3
12711,5
12712,5
12713,5
12714,5
12715,3
12716,3
12717,5
12718,6
12719,3
12720,7
12721,3
12722,6
12723,3
12724,3
12725,3
12726,3
12727,3
12728,3
12729,8
12730,5
12731,3
12732,2
12733,1
12734,5
12735,6
12736,5
12737,4
12738,6
12739,4
12740,3
12741,1
12742,2
12743,4
12744,6
12745,7
12746,3
12747,3
12748,3
12749,3
12750,2
12751,4
12752,3
12753,6
12754,3
12755,4
12756,5
12757,2
12758,5
12759,2
12760,5
12761,3
12762,4
12763,3
12764,3
12765,3
12766,2
12767,6
12768,4
12769,4
12770,7
12771,4
12772,4
12773,6
12774,4
12775,2
12776,8
12777,10
12778,2
12779,2
12780,5
12781,3
12782,2
12783,5
12784,4
12785,8
12786,5
12787,3
12788,5
12789,6
12790,6
12791,4
12792,9
12793,4
12794,2
12795,8
12796,3
12797,5
12798,3
12799,8
12800,6
12801,6
12802,4
12803,4
12804,3
12805,5
12806,2
12807,7
12808,1
12809,5
12810,2
12811,2
12812,1
12813,4
12814,3
12815,5
12816,7
12817,1
12818,4
12819,8
12820,1
12821,4
12822,5
12823,4
12824,3
12825,2
12826,2
12827,3
12828,4
12829,3
12830,4
12831,2
12832,3
12833,2
12834,2
12835,7
12836,2
12837,7
12838,8
12839,3
12840,2
